sku_id,period,qty_total,category_id
746436995,2025-05-26,3.563046e-05,672241
746436995,2025-06-02,3.563046e-05,672241
746436995,2025-06-09,3.563046e-05,672241
746436995,2025-06-16,3.563046e-05,672241
2709580011,2025-03-10,6.203766e-05,672241
2709580011,2025-03-17,6.203766e-05,672241
2709580011,2025-03-24,0.00080724165,672241
2709580011,2025-03-31,6.203766e-05,672241
2709580011,2025-04-07,0.00035956787,672241
2709580011,2025-04-14,0.02538254,672241
2709580011,2025-04-21,0.02538254,672241
2709580011,2025-04-28,0.02538254,672241
2709580011,2025-05-05,6.203766e-05,672241
2709580011,2025-05-12,6.203766e-05,672241
2709580011,2025-05-19,6.203766e-05,672241
2709580011,2025-05-26,6.203766e-05,672241
2709580011,2025-06-02,0.0008192146,672241
2709580011,2025-06-09,7.9144134e-05,672241
2709580011,2025-06-16,7.9144134e-05,672241
2709580215,2025-03-10,3.8023485e-05,672241
2709580215,2025-03-17,3.8023485e-05,672241
2709580215,2025-03-24,3.8023485e-05,672241
2709580215,2025-03-31,3.8023485e-05,672241
2709580215,2025-04-07,3.8023485e-05,672241
2709580215,2025-04-14,3.8023485e-05,672241
2709580215,2025-04-21,3.8023485e-05,672241
2709580215,2025-04-28,3.8023485e-05,672241
2709580215,2025-05-05,3.8023485e-05,672241
2709580215,2025-05-12,3.8023485e-05,672241
2709580215,2025-05-19,3.8023485e-05,672241
2709580215,2025-05-26,3.8023485e-05,672241
2709580215,2025-06-02,3.8023485e-05,672241
2709580215,2025-06-09,3.8023485e-05,672241
2709580215,2025-06-16,3.8023485e-05,672241
2787887686,2025-03-10,2.5501802e-05,672241
2787887686,2025-03-17,2.5501802e-05,672241
2787887686,2025-03-24,2.5501802e-05,672241
2787887686,2025-03-31,2.5501802e-05,672241
2787887686,2025-04-07,2.5501802e-05,672241
2787887686,2025-04-14,2.5501802e-05,672241
2787887686,2025-04-21,2.5501802e-05,672241
2787887686,2025-04-28,2.5501802e-05,672241
2787887686,2025-05-05,2.5501802e-05,672241
2787887686,2025-05-12,2.5501802e-05,672241
2787887686,2025-05-19,2.5501802e-05,672241
2787887686,2025-05-26,2.5501802e-05,672241
2787887686,2025-06-02,0.0012967457,672241
2787887686,2025-06-09,2.5501802e-05,672241
2787887686,2025-06-16,2.5501802e-05,672241
3022776581,2025-03-10,4.6492045e-05,672241
3022776581,2025-03-17,4.6492045e-05,672241
3022776581,2025-03-24,4.6492045e-05,672241
3022776581,2025-03-31,9.291717e-05,672241
3022776581,2025-04-07,4.6492045e-05,672241
3022776581,2025-04-14,4.6492045e-05,672241
3022776581,2025-04-21,4.6492045e-05,672241
3022776581,2025-04-28,4.6492045e-05,672241
3022776581,2025-05-05,9.291717e-05,672241
3022776581,2025-05-12,4.6492045e-05,672241
3022776581,2025-05-19,4.6492045e-05,672241
3022776581,2025-05-26,4.6492045e-05,672241
3022776581,2025-06-02,4.6492045e-05,672241
3022776581,2025-06-09,4.6492045e-05,672241
3022776581,2025-06-16,4.6492045e-05,672241
3022776731,2025-03-10,4.6839206e-05,672241
3022776731,2025-03-17,4.6839206e-05,672241
3022776731,2025-03-24,4.6839206e-05,672241
3022776731,2025-03-31,4.6839206e-05,672241
3022776731,2025-04-07,4.6839206e-05,672241
3022776731,2025-04-14,4.6839206e-05,672241
3022776731,2025-04-21,4.6839206e-05,672241
3022776731,2025-04-28,4.6839206e-05,672241
3022776731,2025-05-05,4.6839206e-05,672241
3022776731,2025-05-12,4.6839206e-05,672241
3022776731,2025-05-19,4.6839206e-05,672241
3022776731,2025-05-26,4.6839206e-05,672241
3022776731,2025-06-02,4.6839206e-05,672241
3022776731,2025-06-09,4.6839206e-05,672241
3022776731,2025-06-16,4.6839206e-05,672241
3238598023,2025-03-10,3.5441644e-05,672241
3238598023,2025-03-17,3.5441644e-05,672241
3238598023,2025-03-24,3.5441644e-05,672241
3238598023,2025-03-31,3.5441644e-05,672241
3238598023,2025-04-07,3.5441644e-05,672241
3238598023,2025-04-14,3.5441644e-05,672241
3238598023,2025-04-21,3.5441644e-05,672241
3238598023,2025-04-28,3.5441644e-05,672241
3238598023,2025-05-05,3.5441644e-05,672241
3238598023,2025-05-12,3.5441644e-05,672241
3238598023,2025-05-19,3.5441644e-05,672241
3238598023,2025-05-26,3.5441644e-05,672241
3238598023,2025-06-02,3.5441644e-05,672241
3238598023,2025-06-09,3.5441644e-05,672241
3238598023,2025-06-16,3.5441644e-05,672241
3252722291,2025-03-10,3.0161116e-05,672241
3252722291,2025-03-17,3.0161116e-05,672241
3252722291,2025-03-24,3.0161116e-05,672241
3252722291,2025-03-31,3.0161116e-05,672241
3252722291,2025-04-07,3.0161116e-05,672241
3252722291,2025-04-14,3.0161116e-05,672241
3252722291,2025-04-21,3.0161116e-05,672241
3252722291,2025-04-28,3.0161116e-05,672241
3252722291,2025-05-05,3.0161116e-05,672241
3252722291,2025-05-12,3.0161116e-05,672241
3252722291,2025-05-19,3.0161116e-05,672241
3252722291,2025-05-26,3.0161116e-05,672241
3252722291,2025-06-02,3.0161116e-05,672241
3252722291,2025-06-09,3.0161116e-05,672241
3252722291,2025-06-16,3.0161116e-05,672241
3576081009,2025-03-10,2.4718012e-05,672241
3576081009,2025-03-17,2.4718012e-05,672241
3576081009,2025-03-24,2.4718012e-05,672241
3576081009,2025-03-31,2.4718012e-05,672241
3576081009,2025-04-07,2.4718012e-05,672241
3576081009,2025-04-14,2.4718012e-05,672241
3576081009,2025-04-21,2.4718012e-05,672241
3576081009,2025-04-28,2.4718012e-05,672241
3576081009,2025-05-05,2.4718012e-05,672241
3576081009,2025-05-12,2.4718012e-05,672241
3576081009,2025-05-19,2.4718012e-05,672241
3576081009,2025-05-26,2.4718012e-05,672241
3576081009,2025-06-02,2.4718012e-05,672241
3576081009,2025-06-09,2.4718012e-05,672241
3576081009,2025-06-16,2.4718012e-05,672241
3577564803,2025-03-10,-0.0035530648,672241
3577564803,2025-03-17,-0.0035530648,672241
3577564803,2025-03-24,-0.0036609713,672241
3577564803,2025-03-31,-0.0035530648,672241
3577564803,2025-04-07,-0.00042658954,672241
3577564803,2025-04-14,-0.004416961,672241
3577564803,2025-04-21,-0.004978425,672241
3577564803,2025-04-28,-0.004978425,672241
3577564803,2025-05-05,-0.008141746,672241
3577564803,2025-05-12,-0.0036068694,672241
3577564803,2025-05-19,-0.0070319194,672241
3577564803,2025-05-26,-0.0070319194,672241
3577564803,2025-06-02,-0.0070319194,672241
3577564803,2025-06-09,-0.010596142,672241
3577564803,2025-06-16,-0.009425647,672241
3691275758,2025-03-10,2.99108e-05,672241
3691275758,2025-03-17,2.99108e-05,672241
3691275758,2025-03-24,2.99108e-05,672241
3691275758,2025-03-31,2.99108e-05,672241
3691275758,2025-04-07,2.99108e-05,672241
3691275758,2025-04-14,2.99108e-05,672241
3691275758,2025-04-21,2.99108e-05,672241
3691275758,2025-04-28,2.99108e-05,672241
3691275758,2025-05-05,2.99108e-05,672241
3691275758,2025-05-12,2.99108e-05,672241
3691275758,2025-05-19,2.99108e-05,672241
3691275758,2025-05-26,2.99108e-05,672241
3691275758,2025-06-02,2.99108e-05,672241
3691275758,2025-06-09,2.99108e-05,672241
3691275758,2025-06-16,2.99108e-05,672241
3692477582,2025-03-10,1.6602506e-05,672241
3692477582,2025-03-17,1.6602506e-05,672241
3692477582,2025-03-24,1.6602506e-05,672241
3692477582,2025-03-31,1.6602506e-05,672241
3692477582,2025-04-07,1.6602506e-05,672241
3692477582,2025-04-14,1.6602506e-05,672241
3692477582,2025-04-21,1.6602506e-05,672241
3692477582,2025-04-28,1.6602506e-05,672241
3692477582,2025-05-05,1.6602506e-05,672241
3692477582,2025-05-12,1.6602506e-05,672241
3692477582,2025-05-19,1.6602506e-05,672241
3692477582,2025-05-26,1.6602506e-05,672241
3692477582,2025-06-02,1.6602506e-05,672241
3692477582,2025-06-09,0.9352997,672241
3692477582,2025-06-16,1.6602506e-05,672241
3693412504,2025-03-10,0.0,672241
3693412504,2025-03-17,0.0,672241
3693412504,2025-03-24,0.0,672241
3693412504,2025-03-31,0.0,672241
3693412504,2025-04-07,0.0,672241
3693412504,2025-04-14,0.0,672241
3693412504,2025-04-21,0.0,672241
3693412504,2025-04-28,0.0,672241
3693412504,2025-05-05,0.0,672241
3693412504,2025-05-12,0.0,672241
3693412504,2025-05-19,0.0,672241
3693412504,2025-05-26,0.0,672241
3693412504,2025-06-02,0.0,672241
3693412504,2025-06-09,0.0,672241
3693412504,2025-06-16,0.0,672241
3867746102,2025-03-10,2.9510482e-05,672241
3867746102,2025-03-17,2.9510482e-05,672241
3867746102,2025-03-24,2.9510482e-05,672241
3867746102,2025-03-31,2.9510482e-05,672241
3867746102,2025-04-07,2.9510482e-05,672241
3867746102,2025-04-14,2.9510482e-05,672241
3867746102,2025-04-21,2.9510482e-05,672241
3867746102,2025-04-28,2.9510482e-05,672241
3867746102,2025-05-05,2.9510482e-05,672241
3867746102,2025-05-12,2.9510482e-05,672241
3867746102,2025-05-19,2.9510482e-05,672241
3867746102,2025-05-26,2.9510482e-05,672241
3867746102,2025-06-02,2.9510482e-05,672241
3867746102,2025-06-09,2.9510482e-05,672241
3867746102,2025-06-16,2.9510482e-05,672241
3880204628,2025-03-10,1.6545659e-05,672241
3880204628,2025-03-17,1.6545659e-05,672241
3880204628,2025-03-24,1.6545659e-05,672241
3880204628,2025-03-31,1.6545659e-05,672241
3880204628,2025-04-07,1.6545659e-05,672241
3880204628,2025-04-14,1.6545659e-05,672241
3880204628,2025-04-21,1.6545659e-05,672241
3880204628,2025-04-28,1.6545659e-05,672241
3880204628,2025-05-05,1.6545659e-05,672241
3880204628,2025-05-12,1.6545659e-05,672241
3880204628,2025-05-19,1.6545659e-05,672241
3880204628,2025-05-26,1.6545659e-05,672241
3880204628,2025-06-02,1.6545659e-05,672241
3880204628,2025-06-09,1.6545659e-05,672241
3880204628,2025-06-16,1.6545659e-05,672241
3926767355,2025-03-10,2.517509e-05,672241
3926767355,2025-03-17,2.517509e-05,672241
3926767355,2025-03-24,2.517509e-05,672241
3926767355,2025-03-31,2.517509e-05,672241
3926767355,2025-04-07,2.517509e-05,672241
3926767355,2025-04-14,2.517509e-05,672241
3926767355,2025-04-21,2.517509e-05,672241
3926767355,2025-04-28,2.517509e-05,672241
3926767355,2025-05-05,2.517509e-05,672241
3926767355,2025-05-12,2.517509e-05,672241
3926767355,2025-05-19,2.517509e-05,672241
3926767355,2025-05-26,2.517509e-05,672241
3926767355,2025-06-02,2.517509e-05,672241
3926767355,2025-06-09,2.517509e-05,672241
3926767355,2025-06-16,2.517509e-05,672241
4079053893,2025-03-10,4.1990847e-05,672241
4079053893,2025-03-17,4.1990847e-05,672241
4079053893,2025-03-24,4.1990847e-05,672241
4079053893,2025-03-31,4.1990847e-05,672241
4079053893,2025-04-07,4.1990847e-05,672241
4079053893,2025-04-14,4.1990847e-05,672241
4079053893,2025-04-21,4.1990847e-05,672241
4079053893,2025-04-28,4.1990847e-05,672241
4079053893,2025-05-05,4.1990847e-05,672241
4079053893,2025-05-12,4.1990847e-05,672241
4079053893,2025-05-19,4.1990847e-05,672241
4079053893,2025-05-26,4.1990847e-05,672241
4079053893,2025-06-02,4.1990847e-05,672241
4079053893,2025-06-09,4.1990847e-05,672241
4079053893,2025-06-16,4.1990847e-05,672241
4166277217,2025-03-10,8.7404245e-05,672241
4166277217,2025-03-17,-0.0002127455,672241
4166277217,2025-03-24,0.00073647796,672241
4166277217,2025-03-31,0.017482856,672241
4166277217,2025-04-07,0.01763986,672241
4166277217,2025-04-14,0.00048025226,672241
4166277217,2025-04-21,0.016238932,672241
4166277217,2025-04-28,0.015214601,672241
4166277217,2025-05-05,0.00078996463,672241
4166277217,2025-05-12,0.016553562,672241
4166277217,2025-05-19,0.016701238,672241
4166277217,2025-05-26,0.016701238,672241
4166277217,2025-06-02,-0.0030434313,672241
4166277217,2025-06-09,5.7041316,672241
4166277217,2025-06-16,-0.0015981033,672241
4203509252,2025-03-10,3.8421396e-05,672241
4203509252,2025-03-17,3.8421396e-05,672241
4203509252,2025-03-24,3.8421396e-05,672241
4203509252,2025-03-31,3.8421396e-05,672241
4203509252,2025-04-07,3.8421396e-05,672241
4203509252,2025-04-14,3.8421396e-05,672241
4203509252,2025-04-21,3.8421396e-05,672241
4203509252,2025-04-28,3.8421396e-05,672241
4203509252,2025-05-05,3.8421396e-05,672241
4203509252,2025-05-12,3.8421396e-05,672241
4203509252,2025-05-19,3.8421396e-05,672241
4203509252,2025-05-26,0.14906277,672241
4203509252,2025-06-02,3.8421396e-05,672241
4203509252,2025-06-09,3.8421396e-05,672241
4203509252,2025-06-16,3.8421396e-05,672241
4233243369,2025-03-10,3.060842e-05,672241
4233243369,2025-03-17,3.060842e-05,672241
4233243369,2025-03-24,3.060842e-05,672241
4233243369,2025-03-31,3.060842e-05,672241
4233243369,2025-04-07,3.060842e-05,672241
4233243369,2025-04-14,3.060842e-05,672241
4233243369,2025-04-21,3.060842e-05,672241
4233243369,2025-04-28,3.060842e-05,672241
4233243369,2025-05-05,3.060842e-05,672241
4233243369,2025-05-12,3.331589e-05,672241
4233243369,2025-05-19,3.331589e-05,672241
4233243369,2025-05-26,3.060842e-05,672241
4233243369,2025-06-02,3.060842e-05,672241
4233243369,2025-06-09,3.060842e-05,672241
4233243369,2025-06-16,3.060842e-05,672241
4244979510,2025-03-10,2.4462255e-05,672241
4244979510,2025-03-17,2.4462255e-05,672241
4244979510,2025-03-24,2.4462255e-05,672241
4244979510,2025-03-31,2.4462255e-05,672241
4244979510,2025-04-07,2.4462255e-05,672241
4244979510,2025-04-14,0.004481871,672241
4244979510,2025-04-21,0.004481871,672241
4244979510,2025-04-28,0.004481871,672241
4244979510,2025-05-05,2.4462255e-05,672241
4244979510,2025-05-12,2.4462255e-05,672241
4244979510,2025-05-19,2.4462255e-05,672241
4244979510,2025-05-26,2.4462255e-05,672241
4244979510,2025-06-02,2.4462255e-05,672241
4244979510,2025-06-09,2.4462255e-05,672241
4244979510,2025-06-16,2.4462255e-05,672241
4293110694,2025-03-10,1.0641954e-05,672241
4293110694,2025-03-17,1.0641954e-05,672241
4293110694,2025-03-24,1.0641954e-05,672241
4293110694,2025-03-31,1.0641954e-05,672241
4293110694,2025-04-07,1.0641954e-05,672241
4293110694,2025-04-14,1.0641954e-05,672241
4293110694,2025-04-21,1.0641954e-05,672241
4293110694,2025-04-28,1.0641954e-05,672241
4293110694,2025-05-05,1.0641954e-05,672241
4293110694,2025-05-12,1.0641954e-05,672241
4293110694,2025-05-19,1.0641954e-05,672241
4293110694,2025-05-26,1.0641954e-05,672241
4293110694,2025-06-02,1.0641954e-05,672241
4293110694,2025-06-09,1.0641954e-05,672241
4293110694,2025-06-16,1.0641954e-05,672241
4299736790,2025-03-10,1.51683535e-05,672241
4299736790,2025-03-17,1.51683535e-05,672241
4299736790,2025-03-24,1.51683535e-05,672241
4299736790,2025-03-31,1.51683535e-05,672241
4299736790,2025-04-07,1.51683535e-05,672241
4299736790,2025-04-14,1.51683535e-05,672241
4299736790,2025-04-21,1.51683535e-05,672241
4299736790,2025-04-28,1.51683535e-05,672241
4299736790,2025-05-05,1.51683535e-05,672241
4299736790,2025-05-12,1.51683535e-05,672241
4299736790,2025-05-19,1.51683535e-05,672241
4299736790,2025-05-26,1.51683535e-05,672241
4299736790,2025-06-02,1.51683535e-05,672241
4299736790,2025-06-09,1.51683535e-05,672241
4299736790,2025-06-16,1.51683535e-05,672241
4299740219,2025-03-10,0.009639589,672241
4299740219,2025-03-17,0.009062608,672241
4299740219,2025-03-24,0.008778655,672241
4299740219,2025-03-31,0.008778655,672241
4299740219,2025-04-07,0.009062608,672241
4299740219,2025-04-14,0.008778655,672241
4299740219,2025-04-21,0.008778655,672241
4299740219,2025-04-28,0.008778655,672241
4299740219,2025-05-05,0.008778655,672241
4299740219,2025-05-12,0.008778655,672241
4299740219,2025-05-19,0.008778655,672241
4299740219,2025-05-26,0.008778655,672241
4299740219,2025-06-02,0.048340578,672241
4299740219,2025-06-09,0.048340578,672241
4299740219,2025-06-16,0.048340578,672241
4391268112,2025-03-10,2.6872944e-05,672241
4391268112,2025-03-17,2.6872944e-05,672241
4391268112,2025-03-24,2.6872944e-05,672241
4391268112,2025-03-31,2.6872944e-05,672241
4391268112,2025-04-07,2.6872944e-05,672241
4391268112,2025-04-14,2.6872944e-05,672241
4391268112,2025-04-21,2.6872944e-05,672241
4391268112,2025-04-28,2.6872944e-05,672241
4391268112,2025-05-05,2.6872944e-05,672241
4391268112,2025-05-12,2.6872944e-05,672241
4391268112,2025-05-19,2.6872944e-05,672241
4391268112,2025-05-26,2.6872944e-05,672241
4391268112,2025-06-02,2.6872944e-05,672241
4391268112,2025-06-09,2.6872944e-05,672241
4391268112,2025-06-16,2.6872944e-05,672241
4396560443,2025-03-10,1.9231908e-05,672241
4396560443,2025-03-17,1.9231908e-05,672241
4396560443,2025-03-24,1.9231908e-05,672241
4396560443,2025-03-31,1.9231908e-05,672241
4396560443,2025-04-07,1.9231908e-05,672241
4396560443,2025-04-14,1.9231908e-05,672241
4396560443,2025-04-21,1.9231908e-05,672241
4396560443,2025-04-28,1.9231908e-05,672241
4396560443,2025-05-05,1.9231908e-05,672241
4396560443,2025-05-12,1.9231908e-05,672241
4396560443,2025-05-19,1.9231908e-05,672241
4396560443,2025-05-26,1.9231908e-05,672241
4396560443,2025-06-02,1.9231908e-05,672241
4396560443,2025-06-09,1.9231908e-05,672241
4396560443,2025-06-16,1.9231908e-05,672241
4475480724,2025-03-10,0.035759564,672241
4475480724,2025-03-17,0.03853941,672241
4475480724,2025-03-24,0.03853941,672241
4475480724,2025-03-31,0.03853941,672241
4475480724,2025-04-07,0.03853941,672241
4475480724,2025-04-14,0.03608464,672241
4475480724,2025-04-21,0.03853941,672241
4475480724,2025-04-28,0.014101285,672241
4475480724,2025-05-05,0.0039557028,672241
4475480724,2025-05-12,0.0039557028,672241
4475480724,2025-05-19,0.0037434634,672241
4475480724,2025-05-26,0.0037434634,672241
4475480724,2025-06-02,0.0037434634,672241
4475480724,2025-06-09,0.0037434634,672241
4475480724,2025-06-16,0.0037434634,672241
4475481627,2025-03-10,0.00024717534,672241
4475481627,2025-03-17,0.0013131552,672241
4475481627,2025-03-24,2.9065684e-05,672241
4475481627,2025-03-31,0.0013131552,672241
4475481627,2025-04-07,0.0010950456,672241
4475481627,2025-04-14,0.0013131552,672241
4475481627,2025-04-21,0.0010950456,672241
4475481627,2025-04-28,0.0013131552,672241
4475481627,2025-05-05,0.0013131552,672241
4475481627,2025-05-12,0.0013131552,672241
4475481627,2025-05-19,0.0013131552,672241
4475481627,2025-05-26,0.0013131552,672241
4475481627,2025-06-02,0.0013131552,672241
4475481627,2025-06-09,0.0013131552,672241
4475481627,2025-06-16,0.0013131552,672241
4475482043,2025-03-10,1.51683535e-05,672241
4475482043,2025-03-17,1.51683535e-05,672241
4475482043,2025-03-24,1.51683535e-05,672241
4475482043,2025-03-31,1.51683535e-05,672241
4475482043,2025-04-07,1.51683535e-05,672241
4475482043,2025-04-14,1.51683535e-05,672241
4475482043,2025-04-21,1.51683535e-05,672241
4475482043,2025-04-28,1.51683535e-05,672241
4475482043,2025-05-05,1.51683535e-05,672241
4475482043,2025-05-12,1.51683535e-05,672241
4475482043,2025-05-19,1.51683535e-05,672241
4475482043,2025-05-26,1.51683535e-05,672241
4475482043,2025-06-02,1.51683535e-05,672241
4475482043,2025-06-09,1.51683535e-05,672241
4475482043,2025-06-16,1.51683535e-05,672241
4486038235,2025-03-10,2.4169403e-05,672241
4486038235,2025-03-17,2.4169403e-05,672241
4486038235,2025-03-24,2.4169403e-05,672241
4486038235,2025-03-31,2.4169403e-05,672241
4486038235,2025-04-07,2.4169403e-05,672241
4486038235,2025-04-14,2.4169403e-05,672241
4486038235,2025-04-21,2.4169403e-05,672241
4486038235,2025-04-28,2.4169403e-05,672241
4486038235,2025-05-05,2.4169403e-05,672241
4486038235,2025-05-12,2.4169403e-05,672241
4486038235,2025-05-19,2.4169403e-05,672241
4486038235,2025-05-26,2.4169403e-05,672241
4486038235,2025-06-02,2.4169403e-05,672241
4486038235,2025-06-09,2.4169403e-05,672241
4486038235,2025-06-16,2.4169403e-05,672241
4486038328,2025-03-10,2.2834536e-05,672241
4486038328,2025-03-17,2.2834536e-05,672241
4486038328,2025-03-24,2.2834536e-05,672241
4486038328,2025-03-31,2.2834536e-05,672241
4486038328,2025-04-07,2.2834536e-05,672241
4486038328,2025-04-14,2.2834536e-05,672241
4486038328,2025-04-21,2.2834536e-05,672241
4486038328,2025-04-28,2.2834536e-05,672241
4486038328,2025-05-05,2.2834536e-05,672241
4486038328,2025-05-12,2.2834536e-05,672241
4486038328,2025-05-19,2.2834536e-05,672241
4486038328,2025-05-26,2.2834536e-05,672241
4486038328,2025-06-02,2.2834536e-05,672241
4486038328,2025-06-09,2.2834536e-05,672241
4486038328,2025-06-16,2.2834536e-05,672241
4486038387,2025-03-10,2.905587e-05,672241
4486038387,2025-03-17,2.905587e-05,672241
4486038387,2025-03-24,2.905587e-05,672241
4486038387,2025-03-31,2.905587e-05,672241
4486038387,2025-04-07,2.905587e-05,672241
4486038387,2025-04-14,2.905587e-05,672241
4486038387,2025-04-21,2.905587e-05,672241
4486038387,2025-04-28,2.905587e-05,672241
4486038387,2025-05-05,2.905587e-05,672241
4486038387,2025-05-12,2.905587e-05,672241
4486038387,2025-05-19,2.905587e-05,672241
4486038387,2025-05-26,2.905587e-05,672241
4486038387,2025-06-02,2.905587e-05,672241
4486038387,2025-06-09,2.905587e-05,672241
4486038387,2025-06-16,2.905587e-05,672241
4636511797,2025-03-10,2.5228215e-05,672241
4636511797,2025-03-17,2.5228215e-05,672241
4636511797,2025-03-24,2.5228215e-05,672241
4636511797,2025-03-31,2.5228215e-05,672241
4636511797,2025-04-07,2.5228215e-05,672241
4636511797,2025-04-14,2.5228215e-05,672241
4636511797,2025-04-21,2.5228215e-05,672241
4636511797,2025-04-28,2.5228215e-05,672241
4636511797,2025-05-05,2.5228215e-05,672241
4636511797,2025-05-12,2.5228215e-05,672241
4636511797,2025-05-19,2.5228215e-05,672241
4636511797,2025-05-26,2.5228215e-05,672241
4636511797,2025-06-02,2.5228215e-05,672241
4636511797,2025-06-09,2.5228215e-05,672241
4636511797,2025-06-16,2.5228215e-05,672241
4709870548,2025-03-10,1.8709527e-05,672241
4709870548,2025-03-17,1.8709527e-05,672241
4709870548,2025-03-24,1.8709527e-05,672241
4709870548,2025-03-31,1.8709527e-05,672241
4709870548,2025-04-07,1.8709527e-05,672241
4709870548,2025-04-14,1.8709527e-05,672241
4709870548,2025-04-21,1.8709527e-05,672241
4709870548,2025-04-28,1.8709527e-05,672241
4709870548,2025-05-05,1.8709527e-05,672241
4709870548,2025-05-12,1.8709527e-05,672241
4709870548,2025-05-19,1.8709527e-05,672241
4709870548,2025-05-26,1.8709527e-05,672241
4709870548,2025-06-02,1.8709527e-05,672241
4709870548,2025-06-09,1.8709527e-05,672241
4709870548,2025-06-16,1.8709527e-05,672241
4723833696,2025-03-10,-0.00063497893,672241
4723833696,2025-03-17,0.00022074596,672241
4723833696,2025-03-24,-0.0016056892,672241
4723833696,2025-03-31,-0.0625051,672241
4723833696,2025-04-07,0.012702359,672241
4723833696,2025-04-14,0.0063490802,672241
4723833696,2025-04-21,6.2438054,672241
4723833696,2025-04-28,0.004810211,672241
4723833696,2025-05-05,0.0054360214,672241
4723833696,2025-05-12,1.9150379e-05,672241
4723833696,2025-05-19,0.005798055,672241
4723833696,2025-05-26,0.012817313,672241
4723833696,2025-06-02,0.009342441,672241
4723833696,2025-06-09,1.9801897,672241
4723833696,2025-06-16,0.008284288,672241
4723910471,2025-03-10,0.005854802,672241
4723910471,2025-03-17,0.004373956,672241
4723910471,2025-03-24,0.051128753,672241
4723910471,2025-03-31,0.0018202511,672241
4723910471,2025-04-07,0.0024006157,672241
4723910471,2025-04-14,-0.0023153392,672241
4723910471,2025-04-21,0.0024376202,672241
4723910471,2025-04-28,0.004495242,672241
4723910471,2025-05-05,-0.00095788855,672241
4723910471,2025-05-12,0.004427623,672241
4723910471,2025-05-19,-0.0012568565,672241
4723910471,2025-05-26,0.0036791924,672241
4723910471,2025-06-02,-0.00062355475,672241
4723910471,2025-06-09,1.0786173,672241
4723910471,2025-06-16,-0.0035564592,672241
4723938440,2025-03-10,-0.010267778,672241
4723938440,2025-03-17,-0.010510652,672241
4723938440,2025-03-24,-0.010510652,672241
4723938440,2025-03-31,0.029620728,672241
4723938440,2025-04-07,0.0030705994,672241
4723938440,2025-04-14,-0.010510652,672241
4723938440,2025-04-21,-0.0114748925,672241
