month,product_group_id,product_group_name,market_revenue,revenue_amazon
2022-02-01,4,Laundry Machines,5613877232.0,483004041.9644093
2022-03-01,4,Laundry Machines,8168398659.0,601816005.8781784
2022-04-01,4,Laundry Machines,6306316043.0,458398228.6169755
2022-05-01,4,Laundry Machines,8972581941.0,713102720.7310973
2022-06-01,4,Laundry Machines,6448256318.0,563991729.41112
2022-07-01,4,Laundry Machines,5762362348.0,535769406.3708409
2022-08-01,4,Laundry Machines,8099888390.0,775954162.0282111
2022-09-01,4,Laundry Machines,8244686416.0,719668892.3473394
2022-10-01,4,Laundry Machines,5498998997.0,418667698.5428215
2022-11-01,4,Laundry Machines,5033041893.0,387136667.94654745
2022-12-01,4,Laundry Machines,5999164474.0,425501713.0424806
2023-01-01,4,Laundry Machines,7592320037.0,537162865.7860463
2023-02-01,4,Laundry Machines,5104520179.0,464047133.5028912
2023-03-01,4,Laundry Machines,8656615644.0,838072920.3671836
2023-04-01,4,Laundry Machines,8422568086.0,711370719.902693
2023-05-01,4,Laundry Machines,8977370275.0,689487746.9078326
2023-06-01,4,Laundry Machines,8487038971.0,784574707.1371658
2023-07-01,4,Laundry Machines,5137572086.0,474479314.2588604
2023-08-01,4,Laundry Machines,7936694334.0,613599390.4438727
2023-09-01,4,Laundry Machines,7641489176.0,684792784.9358827
2023-10-01,4,Laundry Machines,5970383642.0,559044358.6295933
2023-11-01,4,Laundry Machines,5352790995.0,435398948.0626726
2023-12-01,4,Laundry Machines,7093486708.0,622695036.9768965
2024-01-01,4,Laundry Machines,5361439304.0,494198239.1756187
2024-02-01,4,Laundry Machines,5490570265.0,411745399.0835669
2024-03-01,4,Laundry Machines,7659250017.0,548014535.6388204
2024-04-01,4,Laundry Machines,6509482730.0,602795220.6034154
2024-05-01,4,Laundry Machines,6472093712.0,569549562.2213176
2024-06-01,4,Laundry Machines,5294181832.0,512943354.4385696
2024-07-01,4,Laundry Machines,7353369163.0,680852939.0871775
2024-08-01,4,Laundry Machines,7202402809.0,636164152.3509048
2024-09-01,4,Laundry Machines,5071251405.0,448911820.6757707
2024-10-01,4,Laundry Machines,5770898196.0,512148537.00800544
2024-11-01,4,Laundry Machines,7683068517.0,665984190.4938713
2024-12-01,4,Laundry Machines,7648872469.0,756375019.9462054
2025-01-01,4,Laundry Machines,5545172480.0,519771008.0
2025-02-01,4,Laundry Machines,6534540800.0,472386784.0
2025-03-01,4,Laundry Machines,7182495232.0,573128576.0
2025-04-01,4,Laundry Machines,7432172032.0,488710432.0
2025-05-01,4,Laundry Machines,7719275008.0,570519680.0
2025-06-01,4,Laundry Machines,6911025152.0,491671776.0
2025-07-01,4,Laundry Machines,6949643776.0,399254560.0
2025-08-01,4,Laundry Machines,6907917824.0,452834976.0
2025-09-01,4,Laundry Machines,6434077696.0,518770176.0
2025-10-01,4,Laundry Machines,6960305664.0,445995168.0
2025-11-01,4,Laundry Machines,7529621504.0,496989216.0
2025-12-01,4,Laundry Machines,7290358784.0,474891296.0
2019-01-01,5,Dish Cleaning Machines,1091365619.0,138993803.63619888
2019-02-01,5,Dish Cleaning Machines,1140369529.0,180504613.62379903
2019-03-01,5,Dish Cleaning Machines,1591023621.0,194608155.1382927
2019-04-01,5,Dish Cleaning Machines,1395892510.0,221259972.73704317
2019-05-01,5,Dish Cleaning Machines,1719009810.0,239838801.283283
2019-06-01,5,Dish Cleaning Machines,1550916688.0,252751039.6826059
2019-07-01,5,Dish Cleaning Machines,1651517842.0,258389367.44573525
2019-08-01,5,Dish Cleaning Machines,1858723071.0,270463575.31396323
2019-09-01,5,Dish Cleaning Machines,1777594701.0,275409456.7551298
2019-10-01,5,Dish Cleaning Machines,1867418774.0,281160385.6407312
2019-11-01,5,Dish Cleaning Machines,1432591172.0,228963112.5763575
2019-12-01,5,Dish Cleaning Machines,1135543186.0,140293253.78412837
2020-01-01,5,Dish Cleaning Machines,1435669067.0,180100193.0529287
2020-02-01,5,Dish Cleaning Machines,1482789367.0,210614916.48932725
2020-03-01,5,Dish Cleaning Machines,1151099895.0,193116406.96347377
2020-04-01,5,Dish Cleaning Machines,1333272484.0,204656570.87713423
2020-05-01,5,Dish Cleaning Machines,1835958241.0,262695661.0056203
2020-06-01,5,Dish Cleaning Machines,1474754602.0,216429016.92341283
2020-07-01,5,Dish Cleaning Machines,1778053121.0,300339088.86716324
2020-08-01,5,Dish Cleaning Machines,1427791813.0,218568908.51261225
2020-09-01,5,Dish Cleaning Machines,1116314977.0,180640211.9857502
2020-10-01,5,Dish Cleaning Machines,1690300189.0,208410045.17037815
2020-11-01,5,Dish Cleaning Machines,1796947575.0,223770354.6854315
2020-12-01,5,Dish Cleaning Machines,1655613123.0,245384086.18750352
2021-01-01,5,Dish Cleaning Machines,1955253455.0,314386403.7285838
2021-02-01,5,Dish Cleaning Machines,1384221817.0,230628302.0136124
2021-03-01,5,Dish Cleaning Machines,1517457596.0,224032039.41253784
2021-04-01,5,Dish Cleaning Machines,1473187153.0,218977807.964388
2021-05-01,5,Dish Cleaning Machines,1796240670.0,221143083.23020047
2021-06-01,5,Dish Cleaning Machines,1924604349.0,300782477.6149472
2021-07-01,5,Dish Cleaning Machines,1586786037.0,245770601.4494192
2021-08-01,5,Dish Cleaning Machines,1988432766.0,297914168.48918283
2021-09-01,5,Dish Cleaning Machines,1771551384.0,285630683.7986019
2021-10-01,5,Dish Cleaning Machines,1755024714.0,290899848.23841417
2021-11-01,5,Dish Cleaning Machines,1186274550.0,187374446.7321099
2021-12-01,5,Dish Cleaning Machines,1372140696.0,165429467.16013747
2022-01-01,5,Dish Cleaning Machines,1387901602.0,192741675.36377084
2022-02-01,5,Dish Cleaning Machines,1954551389.0,275528631.864277
2022-03-01,5,Dish Cleaning Machines,1617404775.0,261027689.6627909
2022-04-01,5,Dish Cleaning Machines,1416817515.0,181452808.03975627
2022-05-01,5,Dish Cleaning Machines,1723816683.0,261011059.75390163
2022-06-01,5,Dish Cleaning Machines,1732175830.0,258176397.90233493
2022-07-01,5,Dish Cleaning Machines,1099891511.0,153688225.28704408
2022-08-01,5,Dish Cleaning Machines,1931331013.0,285972433.57241154
2022-09-01,5,Dish Cleaning Machines,1105141704.0,168241566.57284647
2022-10-01,5,Dish Cleaning Machines,1227901254.0,190125448.0115417
2022-11-01,5,Dish Cleaning Machines,1070992385.0,137094316.41969883
2022-12-01,5,Dish Cleaning Machines,1780218095.0,216601896.32692268
2023-01-01,5,Dish Cleaning Machines,1232808964.0,202539917.39449716
2023-02-01,5,Dish Cleaning Machines,1889519523.0,250945357.34089425
2023-03-01,5,Dish Cleaning Machines,1362329743.0,170783227.5937581
2023-04-01,5,Dish Cleaning Machines,1354906551.0,190445400.63455915
2023-05-01,5,Dish Cleaning Machines,1007557407.0,125481154.81860332
2023-06-01,5,Dish Cleaning Machines,1193275423.0,202308430.83400047
2023-07-01,5,Dish Cleaning Machines,1934243445.0,312184313.9589699
2023-08-01,5,Dish Cleaning Machines,1940460876.0,291572410.8341976
2023-09-01,5,Dish Cleaning Machines,1296068415.0,191039631.84804755
2023-10-01,5,Dish Cleaning Machines,1544142693.0,245582324.66721708
2023-11-01,5,Dish Cleaning Machines,1417595459.0,175764023.63374805
2023-12-01,5,Dish Cleaning Machines,1698755184.0,280000275.8605098
2024-01-01,5,Dish Cleaning Machines,1769739908.0,290865033.74959886
2024-02-01,5,Dish Cleaning Machines,1254930914.0,172223272.80704334
2024-03-01,5,Dish Cleaning Machines,1870230667.0,247571832.4984281
2024-04-01,5,Dish Cleaning Machines,1705082777.0,222315898.37116003
2024-05-01,5,Dish Cleaning Machines,1148129162.0,190751763.8531997
2024-06-01,5,Dish Cleaning Machines,1175265498.0,151722140.12482247
2024-07-01,5,Dish Cleaning Machines,1425662558.0,228556821.3552516
2024-08-01,5,Dish Cleaning Machines,1042907689.0,176279638.25440744
2024-09-01,5,Dish Cleaning Machines,1973851957.0,265929517.93664297
2024-10-01,5,Dish Cleaning Machines,1237983265.0,194731526.31931955
2024-11-01,5,Dish Cleaning Machines,1820893637.0,273661876.9250812
2024-12-01,5,Dish Cleaning Machines,1034821664.0,170177333.4648464
2025-01-01,5,Dish Cleaning Machines,1477327488.0,227816096.0
2025-02-01,5,Dish Cleaning Machines,1256232960.0,186284096.0
2025-03-01,5,Dish Cleaning Machines,1715396224.0,213929968.0
2025-04-01,5,Dish Cleaning Machines,1652731008.0,220923776.0
2025-05-01,5,Dish Cleaning Machines,1404919552.0,201602320.0
2025-06-01,5,Dish Cleaning Machines,1434155648.0,192253952.0
2025-07-01,5,Dish Cleaning Machines,1551309184.0,203226736.0
2025-08-01,5,Dish Cleaning Machines,1513000448.0,189530272.0
2025-09-01,5,Dish Cleaning Machines,1585291264.0,183314048.0
2025-10-01,5,Dish Cleaning Machines,1511477248.0,193088128.0
2025-11-01,5,Dish Cleaning Machines,1533914112.0,183463248.0
2025-12-01,5,Dish Cleaning Machines,1472502400.0,193221200.0
2019-01-01,6,Microwave Cookers,1526642332.0,199232271.5257146
2019-02-01,6,Microwave Cookers,1400541102.0,146037211.35715428
2019-03-01,6,Microwave Cookers,1885301340.0,248205812.5507168
2019-04-01,6,Microwave Cookers,1627023771.0,213828321.1600592
2019-05-01,6,Microwave Cookers,1630498904.0,180240834.56026012
